Brand,Account Type,Customer Num & Company,Area,Chain,Company & Address,City,Product Num & Name,Package,"Address, City, State & Zip",License Type,Container Type,Appellation,Company,Location,Year Weeks,Instagram Handle,Notes about account,Notes & Description,Cases,Full Price
FAB Squid 3D,Sale,1940 Southampton Liquors,Sales Western MA,Patel Group,"Southampton Liquors, 136 College Highway, Southampton, MA 01073",Southampton,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"136 College Highway, Southampton, MA 01073",Is Null,Aluminum Can,Is Null,Southampton Liquors,Massachusetts,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,1959 Crosby's Market Concord,Sales MA,Independent,"Crosby's Market Concord, 211 Sudbury Rd, Concord, MA 01742",Concord,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"211 Sudbury Rd, Concord, MA 01742",Is Null,Aluminum Can,Is Null,Crosby's Market Concord,Massachusetts,2020 49,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,1963 Rubiner's Cheesemongers and Grocers,Sales Western MA,Independent,"Rubiner's Cheesemongers and Grocers, 264 Main St, Great Barrington, MA 01230",Great Barrington,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"264 Main St, Great Barrington, MA 01230",Is Null,Aluminum Can,Is Null,Rubiner's Cheesemongers and Grocers,Massachusetts,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,1968 Patman's Redemption,Sales Maine,Independent,"Patman's Redemption, 95 Tandberg Trail, Windham, ME 04062",Windham,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"95 Tandberg Trail, Windham, ME 04062",Is Null,Aluminum Can,Is Null,Patman's Redemption,Maine,2020 48,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2013 Brookline Wine & Spirits,Sales MA,Independent,"Brookline Wine & Spirits, 294 Washington Street, Brookline, MA 02445",Brookline,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"294 Washington Street, Brookline, MA 02445",Is Null,Aluminum Can,Is Null,Brookline Wine & Spirits,Massachusetts,2020 41,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2015 Andrade's Liquors,Sales MA,Patel Group,"Andrade's Liquors, 280 Washington st, Stoughton, MA 02072",Stoughton,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"280 Washington st, Stoughton, MA 02072",Is Null,Aluminum Can,Is Null,Andrade's Liquors,Massachusetts,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2018 Sarah's Market & Cafe (R&B Cafe Corp.),Sales MA,Patel Group,"Sarah's Market & Cafe (R&B Cafe Corp.), 200 Concord Ave., Cambridge, MA 02138",Cambridge,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"200 Concord Ave., Cambridge, MA 02138",Is Null,Aluminum Can,Is Null,Sarah's Market & Cafe (R&B Cafe Corp.),Massachusetts,2020 41,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2018 Sarah's Market & Cafe (R&B Cafe Corp.),Sales MA,Patel Group,"Sarah's Market & Cafe (R&B Cafe Corp.), 200 Concord Ave., Cambridge, MA 02138",Cambridge,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"200 Concord Ave., Cambridge, MA 02138",Is Null,Aluminum Can,Is Null,Sarah's Market & Cafe (R&B Cafe Corp.),Massachusetts,2020 46,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2018 Sarah's Market & Cafe (R&B Cafe Corp.),Sales MA,Patel Group,"Sarah's Market & Cafe (R&B Cafe Corp.), 200 Concord Ave., Cambridge, MA 02138",Cambridge,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"200 Concord Ave., Cambridge, MA 02138",Is Null,Aluminum Can,Is Null,Sarah's Market & Cafe (R&B Cafe Corp.),Massachusetts,2020 49,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,202 City Liquors,Sales MA,Independent,"City Liquors, 616 Cambridge St., Cambridge, MA 02141",Cambridge,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"616 Cambridge St., Cambridge, MA 02141",Is Null,Aluminum Can,Is Null,City Liquors,Massachusetts,2020 41,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,202 City Liquors,Sales MA,Independent,"City Liquors, 616 Cambridge St., Cambridge, MA 02141",Cambridge,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"616 Cambridge St., Cambridge, MA 02141",Is Null,Aluminum Can,Is Null,City Liquors,Massachusetts,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,202 City Liquors,Sales MA,Independent,"City Liquors, 616 Cambridge St., Cambridge, MA 02141",Cambridge,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"616 Cambridge St., Cambridge, MA 02141",Is Null,Aluminum Can,Is Null,City Liquors,Massachusetts,2020 47,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2046 Queen City Cinemas Club,Sales Maine,Independent,"Queen City Cinemas Club, 128B Main St., Bangor, ME 04401",Bangor,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"128B Main St., Bangor, ME 04401",Is Null,Aluminum Can,Is Null,Queen City Cinemas Club,Maine,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2095 Shawsheen Village Liquors,Sales MA Seaboard,Independent,"Shawsheen Village Liquors, 2-4 Poor St, Andover, MA 01810",Andover,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"2-4 Poor St, Andover, MA 01810",Is Null,Aluminum Can,Is Null,Shawsheen Village Liquors,Massachusetts,2020 41,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2124 Roopers 545 Minot,Sales Maine,Roopers ME,"Roopers 545 Minot, 545 Minot Ave, Auburn, ME 04210",Auburn,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"545 Minot Ave, Auburn, ME 04210",Is Null,Aluminum Can,Is Null,Roopers 545 Minot,Maine,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2138 Putnam Liquors,Sales RI,Independent,"Putnam Liquors, 637 Putnam Pike, Greenville, RI 02828",Greenville,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"637 Putnam Pike, Greenville, RI 02828",Is Null,Aluminum Can,Is Null,Putnam Liquors,Rhode Island,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2140 Friend's Marketplace,Sales MA Eastern Cape,Independent,"Friend's Marketplace, 57 Main St, Orleans, MA 02653",Orleans,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"57 Main St, Orleans, MA 02653",Is Null,Aluminum Can,Is Null,Friend's Marketplace,Massachusetts,2020 47,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2140 Friend's Marketplace,Sales MA Eastern Cape,Independent,"Friend's Marketplace, 57 Main St, Orleans, MA 02653",Orleans,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"57 Main St, Orleans, MA 02653",Is Null,Aluminum Can,Is Null,Friend's Marketplace,Massachusetts,2020 52,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2175 Lakeville Liquors,Sales MA LKnife Territory,Patel Group,"Lakeville Liquors, 330 Bedford St, Lakeville, MA 02347",Lakeville,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"330 Bedford St, Lakeville, MA 02347",Is Null,Aluminum Can,Is Null,Lakeville Liquors,Massachusetts,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2177 Queensboro Wine & Spirits,Sales Western MA,Independent,"Queensboro Wine & Spirits, 26 Main St, West Stockbridge, MA 01236",West Stockbridge,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"26 Main St, West Stockbridge, MA 01236",Is Null,Aluminum Can,Is Null,Queensboro Wine & Spirits,Massachusetts,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2194 Damon's Beverage Bangor,Sales Maine,Damon's Beverage ME,"Damon's Beverage Bangor, 21 Washington St., Bangor, ME 04401",Bangor,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"21 Washington St., Bangor, ME 04401",Is Null,Aluminum Can,Is Null,Damon's Beverage Bangor,Maine,2020 47,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2221 Hopkinton Liquor Depot,Sales RI,WS Retailers RI,"Hopkinton Liquor Depot, 229 Main Street, Ashaway, RI 28040",Ashaway,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"229 Main Street, Ashaway, RI 28040",Is Null,Aluminum Can,Is Null,Hopkinton Liquor Depot,Rhode Island,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2234 Village Wine & Spirits,Sales RI,Independent,"Village Wine & Spirits, 26 Alton Bradford Rd, Bradford, RI 02808",Bradford,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"26 Alton Bradford Rd, Bradford, RI 02808",Is Null,Aluminum Can,Is Null,Village Wine & Spirits,Rhode Island,2020 41,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",2.00,$118.00
FAB Squid 3D,Sale,2286 Seabreeze Liquors,Sales MA Seaboard,Independent,"Seabreeze Liquors, 127 Eastern Ave, Gloucester, MA 01930",Gloucester,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"127 Eastern Ave, Gloucester, MA 01930",Is Null,Aluminum Can,Is Null,Seabreeze Liquors,Massachusetts,2020 51,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2298 Portside Liquors - Dennis,Sales MA Eastern Cape,Portside,"Portside Liquors - Dennis, 485 Rte 134, Dennis, MA 02660",Dennis,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"485 Rte 134, Dennis, MA 02660",Is Null,Aluminum Can,Is Null,Portside Liquors - Dennis,Massachusetts,2020 48,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2341 Norton Beverage Co.,Sales MA,Patel Group,"Norton Beverage Co., 2451 Massachusetts Ave, Cambridge, MA 02140",Cambridge,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"2451 Massachusetts Ave, Cambridge, MA 02140",Is Null,Aluminum Can,Is Null,Norton Beverage Co.,Massachusetts,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2373 Tilly's Cheesesteaks,Sales RI,Independent,"Tilly's Cheesesteaks, 3711 Kingstown Rd, West Kingston, RI 02892",West Kingston,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"3711 Kingstown Rd, West Kingston, RI 02892",Is Null,Aluminum Can,Is Null,Tilly's Cheesesteaks,Rhode Island,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2384 Stompers Beverage,Sales Maine,Independent,"Stompers Beverage, 23 Main Rd, Holden, ME 04429",Holden,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"23 Main Rd, Holden, ME 04429",Is Null,Aluminum Can,Is Null,Stompers Beverage,Maine,2020 47,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2410 Blackfish Variety - Wellfleet,Sales MA Eastern Cape,Independent,"Blackfish Variety - Wellfleet, 1600 Route 6, Wellfleet, MA 02667",Wellfleet,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"1600 Route 6, Wellfleet, MA 02667",Is Null,Aluminum Can,Is Null,Blackfish Variety - Wellfleet,Massachusetts,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2410 Blackfish Variety - Wellfleet,Sales MA Eastern Cape,Independent,"Blackfish Variety - Wellfleet, 1600 Route 6, Wellfleet, MA 02667",Wellfleet,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"1600 Route 6, Wellfleet, MA 02667",Is Null,Aluminum Can,Is Null,Blackfish Variety - Wellfleet,Massachusetts,2020 45,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",0.83,$49.17
FAB Squid 3D,Sale,2410 Blackfish Variety - Wellfleet,Sales MA Eastern Cape,Independent,"Blackfish Variety - Wellfleet, 1600 Route 6, Wellfleet, MA 02667",Wellfleet,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"1600 Route 6, Wellfleet, MA 02667",Is Null,Aluminum Can,Is Null,Blackfish Variety - Wellfleet,Massachusetts,2020 46,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",2.00,$118.00
FAB Squid 3D,Sale,242 Wine and Cheese Cask,Sales MA,Independent,"Wine and Cheese Cask, 407 Washington St., Somerville, MA 02143",Somerville,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"407 Washington St., Somerville, MA 02143",Is Null,Aluminum Can,Is Null,Wine and Cheese Cask,Massachusetts,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,242 Wine and Cheese Cask,Sales MA,Independent,"Wine and Cheese Cask, 407 Washington St., Somerville, MA 02143",Somerville,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"407 Washington St., Somerville, MA 02143",Is Null,Aluminum Can,Is Null,Wine and Cheese Cask,Massachusetts,2020 44,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,242 Wine and Cheese Cask,Sales MA,Independent,"Wine and Cheese Cask, 407 Washington St., Somerville, MA 02143",Somerville,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"407 Washington St., Somerville, MA 02143",Is Null,Aluminum Can,Is Null,Wine and Cheese Cask,Massachusetts,2020 47,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,242 Wine and Cheese Cask,Sales MA,Independent,"Wine and Cheese Cask, 407 Washington St., Somerville, MA 02143",Somerville,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"407 Washington St., Somerville, MA 02143",Is Null,Aluminum Can,Is Null,Wine and Cheese Cask,Massachusetts,2020 50,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",2.00,$118.00
FAB Squid 3D,Sale,242 Wine and Cheese Cask,Sales MA,Independent,"Wine and Cheese Cask, 407 Washington St., Somerville, MA 02143",Somerville,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"407 Washington St., Somerville, MA 02143",Is Null,Aluminum Can,Is Null,Wine and Cheese Cask,Massachusetts,2020 53,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,243 Wine Emporium Columbus Ave,Sales MA,Milton Group,"Wine Emporium Columbus Ave, 474 Columbus Ave, Boston, MA 02118",Boston,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"474 Columbus Ave, Boston, MA 02118",Is Null,Aluminum Can,Is Null,Wine Emporium Columbus Ave,Massachusetts,2020 48,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,"246 Wines & More - Mansfield (GT Retail, Inc.)",Sales MA,WS Retailers MA,"Wines & More - Mansfield (GT Retail, Inc.), 280 School St., Mansfield, MA 02048",Mansfield,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"280 School St., Mansfield, MA 02048",Is Null,Aluminum Can,Is Null,"Wines & More - Mansfield (GT Retail, Inc.)",Massachusetts,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2509 Lunenburg Liquors,Sales MA Worcester County,Patel Group,"Lunenburg Liquors, 433 Electric Ave, Lunenburg, MA 01462",Lunenburg,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"433 Electric Ave, Lunenburg, MA 01462",Is Null,Aluminum Can,Is Null,Lunenburg Liquors,Massachusetts,2020 41,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2590 Union Station Brewery,Sales RI,Independent,"Union Station Brewery, 36 Exchange Terrace, Providence, RI 02903",Providence,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"36 Exchange Terrace, Providence, RI 02903",Is Null,Aluminum Can,Is Null,Union Station Brewery,Rhode Island,2020 45,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2620 A Street Liquors,Sales MA,Independent,"A Street Liquors, 675 Nantasket Ave, Hull, MA 02045",Hull,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"675 Nantasket Ave, Hull, MA 02045",Is Null,Aluminum Can,Is Null,A Street Liquors,Massachusetts,2020 41,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2628 Lelas Variety,Sales MA Seaboard,Independent,"Lelas Variety, 49 Main St, Topsfield, MA 01983",Topsfield,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"49 Main St, Topsfield, MA 01983",Is Null,Aluminum Can,Is Null,Lelas Variety,Massachusetts,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2640 First United Market,Sales MA,Independent,"First United Market, 271 Brookline St, Cambridge, MA 02139",Cambridge,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"271 Brookline St, Cambridge, MA 02139",Is Null,Aluminum Can,Is Null,First United Market,Massachusetts,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2645 East Side Wine & Spirits,Sales RI,Independent,"East Side Wine & Spirits, 632 Hope St, Providence, RI 02906",Providence,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"632 Hope St, Providence, RI 02906",Is Null,Aluminum Can,Is Null,East Side Wine & Spirits,Rhode Island,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2687 Twins Liquors,Sales MA,Patel Group,"Twins Liquors, 827 South Main St, Attleboro, MA 02703",Attleboro,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"827 South Main St, Attleboro, MA 02703",Is Null,Aluminum Can,Is Null,Twins Liquors,Massachusetts,2020 47,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2689 The Wine Cave,Sales MA,Independent,"The Wine Cave, 75 Canal St, Boston, MA 02114",Boston,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"75 Canal St, Boston, MA 02114",Is Null,Aluminum Can,Is Null,The Wine Cave,Massachusetts,2020 45,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2709 All Star Pizza Bar,Sales MA,Independent,"All Star Pizza Bar, 1238 Cambridge St, Cambridge, MA 02139",Cambridge,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"1238 Cambridge St, Cambridge, MA 02139",Is Null,Aluminum Can,Is Null,All Star Pizza Bar,Massachusetts,2020 50,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2723 Eddie's Liquors & Fine WInes,Sales Western MA,Independent,"Eddie's Liquors & Fine WInes, 896 Allen St, Springfield, MA 01118",Springfield,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"896 Allen St, Springfield, MA 01118",Is Null,Aluminum Can,Is Null,Eddie's Liquors & Fine WInes,Massachusetts,2020 51,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2798 Dr Duff's Lost & Found Project,Sales RI,Independent,"Dr Duff's Lost & Found Project, 198 Putnam Pike, Johnston, RI 02911",Johnston,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"198 Putnam Pike, Johnston, RI 02911",Is Null,Aluminum Can,Is Null,Dr Duff's Lost & Found Project,Rhode Island,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2799 The Brew Shoppe,Sales Maine,Independent,"The Brew Shoppe, 191 Emery Mills Rd, Shapleigh, ME 04076",Shapleigh,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"191 Emery Mills Rd, Shapleigh, ME 04076",Is Null,Aluminum Can,Is Null,The Brew Shoppe,Maine,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2799 The Brew Shoppe,Sales Maine,Independent,"The Brew Shoppe, 191 Emery Mills Rd, Shapleigh, ME 04076",Shapleigh,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"191 Emery Mills Rd, Shapleigh, ME 04076",Is Null,Aluminum Can,Is Null,The Brew Shoppe,Maine,2020 45,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2820 Jamie's Variety,Sales MA,Patel Group,"Jamie's Variety, 113 H St, South Boston, MA 02127",South Boston,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"113 H St, South Boston, MA 02127",Is Null,Aluminum Can,Is Null,Jamie's Variety,Massachusetts,2020 44,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",2.00,$118.00
FAB Squid 3D,Sale,2829 The Wine Emporium - Tremont,Sales MA,Milton Group,"The Wine Emporium - Tremont, 607 Tremont St, Boston, MA 02118",Boston,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"607 Tremont St, Boston, MA 02118",Is Null,Aluminum Can,Is Null,The Wine Emporium - Tremont,Massachusetts,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2829 The Wine Emporium - Tremont,Sales MA,Milton Group,"The Wine Emporium - Tremont, 607 Tremont St, Boston, MA 02118",Boston,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"607 Tremont St, Boston, MA 02118",Is Null,Aluminum Can,Is Null,The Wine Emporium - Tremont,Massachusetts,2020 47,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2832 Karen Haxton's Kent Liquors,Sales RI,Independent,"Karen Haxton's Kent Liquors, 2334 West Shore Rd, Warwick, RI 02889",Warwick,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"2334 West Shore Rd, Warwick, RI 02889",Is Null,Aluminum Can,Is Null,Karen Haxton's Kent Liquors,Rhode Island,2020 42,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2832 Karen Haxton's Kent Liquors,Sales RI,Independent,"Karen Haxton's Kent Liquors, 2334 West Shore Rd, Warwick, RI 02889",Warwick,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"2334 West Shore Rd, Warwick, RI 02889",Is Null,Aluminum Can,Is Null,Karen Haxton's Kent Liquors,Rhode Island,2020 44,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2835 Den Rock Wine and Spirits,Sales MA Seaboard,Independent,"Den Rock Wine and Spirits, 54 Peters St, North Andover, MA 01845",North Andover,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"54 Peters St, North Andover, MA 01845",Is Null,Aluminum Can,Is Null,Den Rock Wine and Spirits,Massachusetts,2020 46,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",3.00,$177.00
FAB Squid 3D,Sale,2840 Kelley Square Liquors,Sales MA Worcester County,Patel Group,"Kelley Square Liquors, 7 1/2 Kelley Square, Worcester, MA 01610",Worcester,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"7 1/2 Kelley Square, Worcester, MA 01610",Is Null,Aluminum Can,Is Null,Kelley Square Liquors,Massachusetts,2020 48,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2846 Francis Market,Sales MA,Patel Group,"Francis Market, 1084 Belmont St, Watertown, MA 02472",Watertown,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"1084 Belmont St, Watertown, MA 02472",Is Null,Aluminum Can,Is Null,Francis Market,Massachusetts,2020 43,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2846 Francis Market,Sales MA,Patel Group,"Francis Market, 1084 Belmont St, Watertown, MA 02472",Watertown,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"1084 Belmont St, Watertown, MA 02472",Is Null,Aluminum Can,Is Null,Francis Market,Massachusetts,2020 46,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2846 Francis Market,Sales MA,Patel Group,"Francis Market, 1084 Belmont St, Watertown, MA 02472",Watertown,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"1084 Belmont St, Watertown, MA 02472",Is Null,Aluminum Can,Is Null,Francis Market,Massachusetts,2020 48,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
FAB Squid 3D,Sale,2846 Francis Market,Sales MA,Patel Group,"Francis Market, 1084 Belmont St, Watertown, MA 02472",Watertown,9644 FAB Squid 3D NEIPA 6/4/16,6/4 pack/16 Can,"1084 Belmont St, Watertown, MA 02472",Is Null,Aluminum Can,Is Null,Francis Market,Massachusetts,2020 50,Is Null,Is Null,"IPA, NE style w/ citra/mosiac. 6%",1.00,$59.00
