Brand,Account Type,Customer Num & Company,Area,Chain,Company & Address,City,Product Num & Name,Package,"Address, City, State & Zip",License Type,Container Type,Appellation,Company,Location,Year Weeks,Instagram Handle,Notes about account,Notes & Description,Cases,Full Price
FAB 100,Sale,1008 Arcadia Pizza (Lpb Enterprise),Sales RI,Independent,"Arcadia Pizza (Lpb Enterprise), 780 victory highway unit 10, West Greenwich, RI 02817",West Greenwich,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"780 victory highway unit 10, West Greenwich, RI 02817",Is Null,Aluminum Can,Is Null,Arcadia Pizza (Lpb Enterprise),Rhode Island,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1014 Littleton's One Stop Liquors,Sales MA,One Stop Liquors,"Littleton's One Stop Liquors, 340 Constitution Ave, Littleton, MA 01460",Littleton,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"340 Constitution Ave, Littleton, MA 01460",Is Null,Aluminum Can,Is Null,Littleton's One Stop Liquors,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,5.00,$405.00
FAB 100,Sale,1039 Yankee Spirits - Norwood,Sales MA,Yankee Spirits,"Yankee Spirits - Norwood, 942 Boston Providence Turnpike, Norwood, MA 02062",Norwood,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"942 Boston Providence Turnpike, Norwood, MA 02062",Is Null,Aluminum Can,Is Null,Yankee Spirits - Norwood,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1042 Yankee Spirits - Swansea,Sales MA,Yankee Spirits,"Yankee Spirits - Swansea, 207 Swansea Mall Drive, Swansea, MA 02777",Swansea,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"207 Swansea Mall Drive, Swansea, MA 02777",Is Null,Aluminum Can,Is Null,Yankee Spirits - Swansea,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1045 Barry's Fine Wine,Sales MA,Independent,"Barry's Fine Wine, 573 Mill St, New Bedford, MA 02740",New Bedford,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"573 Mill St, New Bedford, MA 02740",Is Null,Aluminum Can,Is Null,Barry's Fine Wine,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1046 O'Neil's Package Store,Sales RI,Independent,"O'Neil's Package Store, 366 South Pier Rd, Narragansett, RI 02882",Narragansett,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"366 South Pier Rd, Narragansett, RI 02882",Is Null,Aluminum Can,Is Null,O'Neil's Package Store,Rhode Island,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1051 Amesbury Wine & Spirits,Sales MA Seaboard,Leary's Fine Wines,"Amesbury Wine & Spirits, 100 MACY ST, Amesbury, MA 01913",Amesbury,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"100 MACY ST, Amesbury, MA 01913",Is Null,Aluminum Can,Is Null,Amesbury Wine & Spirits,Massachusetts,2020 16,Is Null,Slowly changing the craft section,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1053 Brimfield Market,Sales Western MA,Patel Group,"Brimfield Market, 13 Main St, Brimfield, MA 01010",Brimfield,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"13 Main St, Brimfield, MA 01010",Is Null,Aluminum Can,Is Null,Brimfield Market,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1059 Jessy's Liquors,Sales MA LKnife Territory,Independent,"Jessy's Liquors, 387 West Center St, West Bridgewater, MA 02379",West Bridgewater,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"387 West Center St, West Bridgewater, MA 02379",Is Null,Aluminum Can,Is Null,Jessy's Liquors,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,109 Yankee Spirits - Attleboro,Sales MA,Yankee Spirits,"Yankee Spirits - Attleboro, 628 Washington St., Attleboro, MA 02703",Attleboro,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"628 Washington St., Attleboro, MA 02703",Is Null,Aluminum Can,Is Null,Yankee Spirits - Attleboro,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1108 McAloon's Liquors,Sales MA Seaboard,Independent,"McAloon's Liquors, 531 Chickering Road, North Andover, MA 01845",North Andover,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"531 Chickering Road, North Andover, MA 01845",Is Null,Aluminum Can,Is Null,McAloon's Liquors,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,5.00,$405.00
FAB 100,Sale,1113 Spirit Shoppe - Sunderland,Sales Western MA,Spirit Shoppe,"Spirit Shoppe - Sunderland, 295 Amherst Rd, Sunderland, MA 01375",Sunderland,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"295 Amherst Rd, Sunderland, MA 01375",Is Null,Aluminum Can,Is Null,Spirit Shoppe - Sunderland,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1114 Uncle Bob's General Store,Sales Western MA,Independent,"Uncle Bob's General Store, 967 East St, Ludlow, MA 01056",Ludlow,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"967 East St, Ludlow, MA 01056",Is Null,Aluminum Can,Is Null,Uncle Bob's General Store,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1115 Craft and Cru,Sales MA,Independent,"Craft and Cru, 25 Central Ave, Milton, MA 02186",Milton,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"25 Central Ave, Milton, MA 02186",Is Null,Aluminum Can,Is Null,Craft and Cru,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1115 Craft and Cru,Sales MA,Independent,"Craft and Cru, 25 Central Ave, Milton, MA 02186",Milton,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"25 Central Ave, Milton, MA 02186",Is Null,Aluminum Can,Is Null,Craft and Cru,Massachusetts,2020 20,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1126 Kappy's - Malden (Rte 1 Bennett Highway),Sales MA,Kappy's,"Kappy's - Malden (Rte 1 Bennett Highway), 325 Bennett Highway, Malden, MA 02148",Malden,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"325 Bennett Highway, Malden, MA 02148",Is Null,Aluminum Can,Is Null,Kappy's - Malden (Rte 1 Bennett Highway),Massachusetts,2020 16,Is Null,Good potential,NE IPA w/ strawberries/raspberries. 7.5%,3.00,$243.00
FAB 100,Sale,"1135 Dick's World of Wines (RLPD Wines, LLC)",Sales RI,Independent,"Dick's World of Wines (RLPD Wines, LLC), 137 Main St, Westerly, RI 02891",Westerly,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"137 Main St, Westerly, RI 02891",Is Null,Aluminum Can,Is Null,"Dick's World of Wines (RLPD Wines, LLC)",Rhode Island,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1144 Kappy's - Peabody,Sales MA Seaboard,Kappy's,"Kappy's - Peabody, 175 Andover Street, Peabody, MA 01960",Peabody,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"175 Andover Street, Peabody, MA 01960",Is Null,Aluminum Can,Is Null,Kappy's - Peabody,Massachusetts,2020 16,Is Null,Top Account - hook up with all good stuff,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1148 Framingham Liquors,Sales MA,Independent,"Framingham Liquors, 1 Marble St, Framingham, MA 01702",Framingham,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1 Marble St, Framingham, MA 01702",Is Null,Aluminum Can,Is Null,Framingham Liquors,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,3.00,$243.00
FAB 100,Sale,116 Liquor Junction - Reading,Sales MA Seaboard,Liquor Junction,"Liquor Junction - Reading, 1 General Way, Reading, MA 01867",Reading,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1 General Way, Reading, MA 01867",Is Null,Aluminum Can,Is Null,Liquor Junction - Reading,Massachusetts,2020 17,Is Null,Get to know Chris,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1165 Spirited (International Beverage Center),Sales Western MA,Independent,"Spirited (International Beverage Center), 444 Pittsfield Rd., Pittsfield, MA 01240",Pittsfield,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"444 Pittsfield Rd., Pittsfield, MA 01240",Is Null,Aluminum Can,Is Null,Spirited (International Beverage Center),Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1187 The Canteen,Sales MA Eastern Cape,Independent,"The Canteen, 225 Commercial St., Provincetown, MA 02657",Provincetown,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"225 Commercial St., Provincetown, MA 02657",Is Null,Aluminum Can,Is Null,The Canteen,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1202 Marlboro Wine & Spirits,Sales MA,Milton Group,"Marlboro Wine & Spirits, 44 Boston Post Rd, West Marlboro, MA 01752",West Marlboro,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"44 Boston Post Rd, West Marlboro, MA 01752",Is Null,Aluminum Can,Is Null,Marlboro Wine & Spirits,Massachusetts,2020 19,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1216 Barrell & Vine,Sales MA,Independent,"Barrell & Vine, 132 Chief Justice Cushing Hwy, Cohasset, MA 02025",Cohasset,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"132 Chief Justice Cushing Hwy, Cohasset, MA 02025",Is Null,Aluminum Can,Is Null,Barrell & Vine,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,122 Gordon's - Moody St,Sales MA,Gordon's,"Gordon's - Moody St, 599 Moody St., Waltham, MA 02453",Waltham,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"599 Moody St., Waltham, MA 02453",Is Null,Aluminum Can,Is Null,Gordon's - Moody St,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,3.00,$243.00
FAB 100,Sale,1243 Dion's Newton,Sales MA,Dion's,"Dion's Newton, 416 Watertown St, Newton, MA 02458",Newton,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"416 Watertown St, Newton, MA 02458",Is Null,Aluminum Can,Is Null,Dion's Newton,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,3.00,$243.00
FAB 100,Sale,1244 Bottleshop Liquors,Sales MA LKnife Territory,Independent,"Bottleshop Liquors, 422 West Grove St, Middleboro, MA 02346",Middleboro,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"422 West Grove St, Middleboro, MA 02346",Is Null,Aluminum Can,Is Null,Bottleshop Liquors,Massachusetts,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1247 City Spirits II Pleasant St,Sales MA,Independent,"City Spirits II Pleasant St, 524 Pleasant St, Attleboro, MA 02703",Attleboro,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"524 Pleasant St, Attleboro, MA 02703",Is Null,Aluminum Can,Is Null,City Spirits II Pleasant St,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1247 City Spirits II Pleasant St,Sales MA,Independent,"City Spirits II Pleasant St, 524 Pleasant St, Attleboro, MA 02703",Attleboro,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"524 Pleasant St, Attleboro, MA 02703",Is Null,Aluminum Can,Is Null,City Spirits II Pleasant St,Massachusetts,2020 19,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1247 City Spirits II Pleasant St,Sales MA,Independent,"City Spirits II Pleasant St, 524 Pleasant St, Attleboro, MA 02703",Attleboro,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"524 Pleasant St, Attleboro, MA 02703",Is Null,Aluminum Can,Is Null,City Spirits II Pleasant St,Massachusetts,2020 23,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1278 Bernier's Liquors,Sales MA LKnife Territory,Independent,"Bernier's Liquors, 905 Plymouth St, Bridgewater, MA 02324",Bridgewater,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"905 Plymouth St, Bridgewater, MA 02324",Is Null,Aluminum Can,Is Null,Bernier's Liquors,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1278 Bernier's Liquors,Sales MA LKnife Territory,Independent,"Bernier's Liquors, 905 Plymouth St, Bridgewater, MA 02324",Bridgewater,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"905 Plymouth St, Bridgewater, MA 02324",Is Null,Aluminum Can,Is Null,Bernier's Liquors,Massachusetts,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1278 Bernier's Liquors,Sales MA LKnife Territory,Independent,"Bernier's Liquors, 905 Plymouth St, Bridgewater, MA 02324",Bridgewater,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"905 Plymouth St, Bridgewater, MA 02324",Is Null,Aluminum Can,Is Null,Bernier's Liquors,Massachusetts,2020 20,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1278 Bernier's Liquors,Sales MA LKnife Territory,Independent,"Bernier's Liquors, 905 Plymouth St, Bridgewater, MA 02324",Bridgewater,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"905 Plymouth St, Bridgewater, MA 02324",Is Null,Aluminum Can,Is Null,Bernier's Liquors,Massachusetts,2020 21,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1278 Bernier's Liquors,Sales MA LKnife Territory,Independent,"Bernier's Liquors, 905 Plymouth St, Bridgewater, MA 02324",Bridgewater,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"905 Plymouth St, Bridgewater, MA 02324",Is Null,Aluminum Can,Is Null,Bernier's Liquors,Massachusetts,2020 23,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,129 Needham Center Fine Wines (Lianos Liquors Inc),Sales MA,Independent,"Needham Center Fine Wines (Lianos Liquors Inc), 1013 Great Plain Ave, Needham, MA 02492",Needham,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1013 Great Plain Ave, Needham, MA 02492",Is Null,Aluminum Can,Is Null,Needham Center Fine Wines (Lianos Liquors Inc),Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,130 Craft Beer Cellar - Westford,Sales MA Seaboard,Craft Beer Cellar,"Craft Beer Cellar - Westford, 142 Littleton Road, Westford, MA 01886",Westford,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"142 Littleton Road, Westford, MA 01886",Is Null,Aluminum Can,Is Null,Craft Beer Cellar - Westford,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,"1310 Simmons Liquor (Shivvansh, LLC)",Sales MA,Independent,"Simmons Liquor (Shivvansh, LLC), 210 Cambridge St., Boston, MA 02114",Boston,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"210 Cambridge St., Boston, MA 02114",Is Null,Aluminum Can,Is Null,"Simmons Liquor (Shivvansh, LLC)",Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1317 Wang's Liquors,Sales MA Seaboard,Independent,"Wang's Liquors, 49 Friend St, Amesbury, MA 01913",Amesbury,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"49 Friend St, Amesbury, MA 01913",Is Null,Aluminum Can,Is Null,Wang's Liquors,Massachusetts,2020 16,Is Null,"New account, new to portfolio",NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,133 Pepperell Beverage [NEW LOCATION],Sales MA Seaboard,Independent,"Pepperell Beverage [NEW LOCATION], 112 Main St #8, Pepperell, MA 01463",Pepperell,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"112 Main St #8, Pepperell, MA 01463",Is Null,Aluminum Can,Is Null,Pepperell Beverage [NEW LOCATION],Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,133 Pepperell Beverage [NEW LOCATION],Sales MA Seaboard,Independent,"Pepperell Beverage [NEW LOCATION], 112 Main St #8, Pepperell, MA 01463",Pepperell,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"112 Main St #8, Pepperell, MA 01463",Is Null,Aluminum Can,Is Null,Pepperell Beverage [NEW LOCATION],Massachusetts,2020 20,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1339 Kappy's - Fall River,Sales MA,Kappy's,"Kappy's - Fall River, 580 William S. Canning Blvd., Fall River, MA 02721",Fall River,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"580 William S. Canning Blvd., Fall River, MA 02721",Is Null,Aluminum Can,Is Null,Kappy's - Fall River,Massachusetts,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1339 Kappy's - Fall River,Sales MA,Kappy's,"Kappy's - Fall River, 580 William S. Canning Blvd., Fall River, MA 02721",Fall River,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"580 William S. Canning Blvd., Fall River, MA 02721",Is Null,Aluminum Can,Is Null,Kappy's - Fall River,Massachusetts,2020 21,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1345 Bowstreet Beverage (Portland),Sales Maine,Independent,"Bowstreet Beverage (Portland), 495 Forest Ave, Portland, ME 04101",Portland,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"495 Forest Ave, Portland, ME 04101",Is Null,Aluminum Can,Is Null,Bowstreet Beverage (Portland),Maine,2020 17,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,3.00,$243.00
FAB 100,Sale,1345 Bowstreet Beverage (Portland),Sales Maine,Independent,"Bowstreet Beverage (Portland), 495 Forest Ave, Portland, ME 04101",Portland,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"495 Forest Ave, Portland, ME 04101",Is Null,Aluminum Can,Is Null,Bowstreet Beverage (Portland),Maine,2020 20,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,1345 Bowstreet Beverage (Portland),Sales Maine,Independent,"Bowstreet Beverage (Portland), 495 Forest Ave, Portland, ME 04101",Portland,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"495 Forest Ave, Portland, ME 04101",Is Null,Aluminum Can,Is Null,Bowstreet Beverage (Portland),Maine,2020 21,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1347 Friendly Discount Beverage,Sales Maine,Independent,"Friendly Discount Beverage, 1037 Forest Avenue, Portland, ME 04101",Portland,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1037 Forest Avenue, Portland, ME 04101",Is Null,Aluminum Can,Is Null,Friendly Discount Beverage,Maine,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,135 Downtown Wine & Spirits - Haverhill,Sales MA Seaboard,Downtown Wine & Spirits,"Downtown Wine & Spirits - Haverhill, 56 Locust St., Haverhill, MA 01830",Haverhill,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"56 Locust St., Haverhill, MA 01830",Is Null,Aluminum Can,Is Null,Downtown Wine & Spirits - Haverhill,Massachusetts,2020 16,Is Null,Small store/on hold often,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1351 Liquors 44 - Hadley,Sales Western MA,Liquors 44,"Liquors 44 - Hadley, 458-9 Russell St, Hadley, MA 01035",Hadley,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"458-9 Russell St, Hadley, MA 01035",Is Null,Aluminum Can,Is Null,Liquors 44 - Hadley,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1352 Liquors 44 - Chicopee,Sales Western MA,Liquors 44,"Liquors 44 - Chicopee, 1461 Memorial Dr, Chicopee, MA 01020",Chicopee,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1461 Memorial Dr, Chicopee, MA 01020",Is Null,Aluminum Can,Is Null,Liquors 44 - Chicopee,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1352 Liquors 44 - Chicopee,Sales Western MA,Liquors 44,"Liquors 44 - Chicopee, 1461 Memorial Dr, Chicopee, MA 01020",Chicopee,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1461 Memorial Dr, Chicopee, MA 01020",Is Null,Aluminum Can,Is Null,Liquors 44 - Chicopee,Massachusetts,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1352 Liquors 44 - Chicopee,Sales Western MA,Liquors 44,"Liquors 44 - Chicopee, 1461 Memorial Dr, Chicopee, MA 01020",Chicopee,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1461 Memorial Dr, Chicopee, MA 01020",Is Null,Aluminum Can,Is Null,Liquors 44 - Chicopee,Massachusetts,2020 19,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1352 Liquors 44 - Chicopee,Sales Western MA,Liquors 44,"Liquors 44 - Chicopee, 1461 Memorial Dr, Chicopee, MA 01020",Chicopee,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1461 Memorial Dr, Chicopee, MA 01020",Is Null,Aluminum Can,Is Null,Liquors 44 - Chicopee,Massachusetts,2020 20,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1352 Liquors 44 - Chicopee,Sales Western MA,Liquors 44,"Liquors 44 - Chicopee, 1461 Memorial Dr, Chicopee, MA 01020",Chicopee,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"1461 Memorial Dr, Chicopee, MA 01020",Is Null,Aluminum Can,Is Null,Liquors 44 - Chicopee,Massachusetts,2020 23,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1362 Copeland Package,Sales MA,Independent,"Copeland Package, 273 Copeland ST, Quincy, MA 02169",Quincy,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"273 Copeland ST, Quincy, MA 02169",Is Null,Aluminum Can,Is Null,Copeland Package,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1377 Rosewater Wine & Spirits,Sales MA Cape & Islands,Independent,"Rosewater Wine & Spirits, 65 Main Street, Edgartown, MA 02539",Edgartown,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"65 Main Street, Edgartown, MA 02539",Is Null,Aluminum Can,Is Null,Rosewater Wine & Spirits,Massachusetts,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,139 Liquor World Millis,Sales MA,Jay Patel Group,"Liquor World Millis, 20 Milliston Road, Millis, MA 02054",Millis,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"20 Milliston Road, Millis, MA 02054",Is Null,Aluminum Can,Is Null,Liquor World Millis,Massachusetts,2020 15,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,140 RMA Craft Beer & Wine,Sales MA Seaboard,Independent,"RMA Craft Beer & Wine, 19 Main Street, Amesbury, MA 01913",Amesbury,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"19 Main Street, Amesbury, MA 01913",Is Null,Aluminum Can,Is Null,RMA Craft Beer & Wine,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,2.00,$162.00
FAB 100,Sale,140 RMA Craft Beer & Wine,Sales MA Seaboard,Independent,"RMA Craft Beer & Wine, 19 Main Street, Amesbury, MA 01913",Amesbury,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"19 Main Street, Amesbury, MA 01913",Is Null,Aluminum Can,Is Null,RMA Craft Beer & Wine,Massachusetts,2020 18,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
FAB 100,Sale,1406 Buck's Whiskey & Burger Bar,Sales MA Worcester County,Independent,"Buck's Whiskey & Burger Bar, 62 Green St., Worcester, MA 01604",Worcester,8740 FAB 100 Strawberry Milkshake IPA 6/4/16,6/4 pack/16 Can,"62 Green St., Worcester, MA 01604",Is Null,Aluminum Can,Is Null,Buck's Whiskey & Burger Bar,Massachusetts,2020 16,Is Null,Is Null,NE IPA w/ strawberries/raspberries. 7.5%,1.00,$81.00
